Component/Office,Request Number,Is Consultation,Days Allowed,Exemption 3 Statutes,Type(s) of Info Withheld,Case Citation(s),Dates Initially Received,Perfected,Completed,Days Tolled,Track,Disposition,Disposition Reasons,Exemption(s) Applied,Appeal Date Received,Date Closed,Appeal Disposition,Appeal Reasons,Appeal Exemption(s) Applied,Exp. Date Received,Exp. Date of Determination,Exp. Granted/Denied,Fee Date Received,Fee Date of Determination,Fee Granted/Denied,Amount of Fees Collected
CIA,583333,N,,,,,3/28/2019,,4/3/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,583370,N,,,,,3/29/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583397,N,,,,,4/1/2019,,4/1/2019,,Simple,Early Litigation,,,4/1/2019,4/1/2019,Early Litigation,,,,,,,,,
CIA,583408,N,,,,,4/2/2019,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583410,N,,,,,4/2/2019,,9/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583411,N,,,,,4/2/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583412,N,,,,,4/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583413,N,,,,,4/2/2019,,9/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583419,N,,,,,4/2/2019,,4/22/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583422,N,,,,,4/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583423,N,,,,,4/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583424,N,,,,,4/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583425,N,,,,,4/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583427,N,,,,,4/2/2019,,5/30/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583428,N,,,,,4/2/2019,,9/11/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,583429,N,,,,,4/2/2019,,8/7/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1);,,,,,,,,,,,,
CIA,583431,N,,,,,4/2/2019,,9/16/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,4/3/2019,4/3/2019,Denied,,,,
CIA,583432,N,,,,,4/2/2019,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583436,N,,,,,4/3/2019,,4/3/2019,,Simple,Early Litigation,,,4/3/2019,4/3/2019,Early Litigation,,,,,,,,,
CIA,583441,N,,,,,4/3/2019,,4/3/2019,,Simple,Early Litigation,,,4/3/2019,4/3/2019,Early Litigation,,,,,,,,,
CIA,583447,N,,,,,4/4/2019,,4/4/2019,,Simple,Early Litigation,,,4/4/2019,4/4/2019,Early Litigation,,,,,,,,,
CIA,583456,N,,,,,4/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583457,N,,,,,4/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583459,N,,,,,4/4/2019,,4/30/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583460,N,,,,,4/4/2019,,4/24/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583461,N,,,,,4/4/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583462,N,,,,,4/4/2019,,7/8/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583463,N,,,,,4/4/2019,,4/17/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,583465,N,,,,,4/4/2019,,9/20/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583467,N,,,,,4/4/2019,,9/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583469,N,,,,,4/4/2019,,9/16/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583470,N,,,,,4/4/2019,,6/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583471,N,,,,,4/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583472,N,,,,,4/4/2019,,7/23/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583473,N,,,,,4/4/2019,,7/23/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583489,N,,,,,4/5/2019,,4/16/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583493,N,,,,,4/5/2019,,4/8/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,583506,N,,,,,4/8/2019,,5/7/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,583507,N,,,,,4/8/2019,,5/17/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,583508,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583509,N,,,,,4/8/2019,,6/27/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583510,N,,,,,4/8/2019,,9/19/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583512,N,,,,,4/8/2019,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,9/30/2019,,,,,,,,,,,
CIA,583513,N,,,,,4/8/2019,,5/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,583515,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583516,N,,,,,4/8/2019,,4/25/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583517,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583519,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583521,N,,,,,4/8/2019,,7/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583522,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583527,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583529,N,,,,,4/8/2019,,5/2/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,583530,N,,,,,4/8/2019,,4/25/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,583531,N,,,,,4/8/2019,,4/30/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,583532,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583533,N,,,,,4/8/2019,,4/10/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,583534,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583535,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583536,N,,,,,4/8/2019,,8/2/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,583538,N,,,,,4/8/2019,,4/24/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583539,N,,,,,4/8/2019,,7/12/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583541,N,,,,,4/8/2019,,5/21/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,583542,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583547,N,,,,,4/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583548,N,,,,,4/8/2019,,9/23/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583550,N,,,,,4/8/2019,,8/12/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583571,N,,,,,4/9/2019,,5/31/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583572,N,,,,,4/9/2019,,4/12/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,583573,N,,,,,4/9/2019,,7/2/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583578,N,,,,,4/9/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583580,N,,,,,4/9/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583588,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583589,N,,,,,4/9/2019,,7/10/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583591,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583595,N,,,,,4/9/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583599,N,,,,,4/9/2019,,8/7/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583601,N,,,,,4/9/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583602,N,,,,,4/9/2019,,6/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583603,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583604,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583605,N,,,,,4/9/2019,,,,Complex,,,,,,,,,4/9/2019,4/11/2019,Denied,,,,
CIA,583607,N,,,,,4/9/2019,,5/30/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583608,N,,,,,4/9/2019,,6/27/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583609,N,,,,,4/9/2019,,9/10/2019,,Complex,Granted in Part,,(b)(3); (b)(6);,,,,,,,,,,,,
CIA,583610,N,,,,,4/9/2019,,7/5/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583611,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583612,N,,,,,4/9/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583613,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583615,N,,,,,4/9/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583618,N,,,,,4/9/2019,,5/30/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583619,N,,,,,4/9/2019,,7/9/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,8/5/2019,,,,,,,,,,,
CIA,583620,N,,,,,4/9/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583621,N,,,,,4/9/2019,,7/5/2019,,Simple,Denied in Full,,(b)(1);,,,,,,,,,4/9/2019,,,
CIA,583622,N,,,,,4/9/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583627,N,,,,,4/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583637,N,,,,,4/10/2019,,7/31/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583638,N,,,,,4/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583639,N,,,,,4/10/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583640,N,,,,,4/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583641,N,,,,,4/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583642,N,,,,,4/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583643,N,,,,,4/10/2019,,7/9/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583644,N,,,,,4/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583645,N,,,,,4/10/2019,,8/2/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583646,N,,,,,4/10/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583647,N,,,,,4/10/2019,,9/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583648,N,,,,,4/10/2019,,7/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583649,N,,,,,4/10/2019,,6/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583650,N,,,,,4/10/2019,,4/24/2019,,Simple,Granted in Full,,,6/18/2019,,,,,,,,,,,
CIA,583651,N,,,,,4/10/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583678,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583679,N,,,,,4/15/2019,,8/12/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583681,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583682,N,,,,,4/15/2019,,8/20/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583683,N,,,,,4/15/2019,,5/20/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583684,N,,,,,4/15/2019,,8/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583686,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583688,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583690,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583691,N,,,,,4/15/2019,,5/20/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583692,N,,,,,4/15/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583693,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583694,N,,,,,4/15/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583695,N,,,,,4/15/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583696,N,,,,,4/15/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583698,N,,,,,4/15/2019,,,,Simple,,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583699,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583700,N,,,,,4/15/2019,,4/25/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583702,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583703,N,,,,,4/15/2019,,7/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583704,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583706,N,,,,,4/15/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583707,N,,,,,4/15/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583710,N,,,,,4/16/2019,,9/10/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583711,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583712,N,,,,,4/16/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583713,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583714,N,,,,,4/16/2019,,8/20/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583715,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583716,N,,,,,4/16/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583717,N,,,,,4/16/2019,,,,Simple,,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583725,N,,,,,4/16/2019,,5/20/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583727,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583728,N,,,,,4/16/2019,,9/20/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583729,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583730,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583731,N,,,,,4/16/2019,,9/27/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583732,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583733,N,,,,,4/16/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583735,N,,,,,4/16/2019,,7/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583736,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583738,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583744,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583745,N,,,,,4/16/2019,,4/25/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583746,N,,,,,4/16/2019,,4/30/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,583749,N,,,,,4/16/2019,,5/17/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583751,N,,,,,4/16/2019,,6/20/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,583752,N,,,,,4/16/2019,,9/10/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,583753,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583754,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583756,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583757,N,,,,,4/16/2019,,9/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583760,N,,,,,4/16/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583761,N,,,,,4/16/2019,,4/22/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,4/16/2019,4/22/2019,Denied,,,,
CIA,583763,N,,,,,4/16/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583765,N,,,,,4/17/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583766,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583767,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583769,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583770,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583780,N,,,,,4/17/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583781,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583782,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583783,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583785,N,,,,,4/17/2019,,9/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583787,N,,,,,4/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583788,N,,,,,4/18/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583789,N,,,,,4/18/2019,,7/25/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,583790,N,,,,,4/18/2019,,5/28/2019,,Complex,Granted in Part,,(b)(3); (b)(6);,,,,,,,,,,,,
CIA,583791,N,,,,,4/18/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583792,N,,,,,4/18/2019,,5/30/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583793,N,,,,,4/18/2019,,4/18/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,583794,N,,,,,4/18/2019,,9/27/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,583795,N,,,,,4/18/2019,,8/1/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583796,N,,,,,4/18/2019,,8/1/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,583802,N,,,,,4/18/2019,,4/18/2019,,Simple,Early Litigation,,,4/18/2019,4/18/2019,Early Litigation,,,,,,,,,
CIA,583803,N,,,,,4/18/2019,,4/18/2019,,Simple,Early Litigation,,,4/18/2019,4/18/2019,Early Litigation,,,,,,,,,
CIA,583805,N,,,,,4/18/2019,,4/18/2019,,Simple,Early Litigation,,,4/18/2019,4/18/2019,Early Litigation,,,,,,,,,
CIA,583807,N,,,,,4/18/2019,,5/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583808,N,,,,,4/18/2019,,6/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583809,N,,,,,4/18/2019,,9/20/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583810,N,,,,,4/18/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583811,N,,,,,4/18/2019,,6/27/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583812,N,,,,,4/18/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583815,N,,,,,4/18/2019,,5/1/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583816,N,,,,,4/18/2019,,9/26/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583820,N,,,,,4/18/2019,,7/2/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583825,N,,,,,4/19/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583827,N,,,,,4/19/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583828,N,,,,,4/19/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583831,N,,,,,4/19/2019,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,583832,N,,,,,4/19/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583845,N,,,,,4/24/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583861,N,,,,,4/24/2019,,4/24/2019,,Simple,Early Litigation,,,4/24/2019,4/24/2019,Early Litigation,,,,,,,,,
CIA,583874,N,,,,,4/25/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583875,N,,,,,4/25/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583876,N,,,,,4/25/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583877,N,,,,,4/25/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583878,N,,,,,4/25/2019,,9/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583879,N,,,,,4/25/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583881,N,,,,,4/25/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583882,N,,,,,4/25/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,583898,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583901,N,,,,,4/29/2019,,5/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583903,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583904,N,,,,,4/29/2019,,5/15/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,583905,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583906,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583907,N,,,,,4/29/2019,,9/12/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,583910,N,,,,,4/29/2019,,7/31/2019,,Simple,Cancelled,Question/Create Records,,,,,,,,,,,,,
CIA,583911,N,,,,,4/29/2019,,5/20/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,583912,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583913,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583914,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583916,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583917,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583918,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583920,N,,,,,4/29/2019,,9/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583922,N,,,,,4/29/2019,,9/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583923,N,,,,,4/29/2019,,5/15/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583924,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583925,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583926,N,,,,,4/29/2019,,9/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583927,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583928,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583929,N,,,,,4/29/2019,,7/5/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,583930,N,,,,,4/29/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583931,N,,,,,4/29/2019,,6/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,583934,N,,,,,4/30/2019,,4/30/2019,,Simple,Early Litigation,,,4/30/2019,4/30/2019,Early Litigation,,,,,,,,,
CIA,583983,N,,,,,5/1/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,583984,N,,,,,5/1/2019,,,,Simple,,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,583996,N,,,,,5/2/2019,,5/2/2019,,Simple,Early Litigation,,,5/2/2019,5/2/2019,Early Litigation,,,,,,,,,
CIA,584004,N,,,,,5/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584005,N,,,,,5/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584006,N,,,,,5/2/2019,,5/21/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584007,N,,,,,5/2/2019,,5/20/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,584009,N,,,,,5/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584010,N,,,,,5/2/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584011,N,,,,,5/2/2019,,7/12/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,8/12/2019,,,,,,,,,,,
CIA,584015,N,,,,,5/6/2019,,5/21/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,584016,N,,,,,5/6/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584017,N,,,,,5/6/2019,,9/17/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
