Component/Office,Request Number,Is Consultation,Days Allowed,Exemption 3 Statutes,Type(s) of Info Withheld,Case Citation(s),Dates Initially Received,Perfected,Completed,Days Tolled,Track,Disposition,Disposition Reasons,Exemption(s) Applied,Appeal Date Received,Date Closed,Appeal Disposition,Appeal Reasons,Appeal Exemption(s) Applied,Exp. Date Received,Exp. Date of Determination,Exp. Granted/Denied,Fee Date Received,Fee Date of Determination,Fee Granted/Denied,Amount of Fees Collected
CIA,584018,N,,,,,5/6/2019,,5/20/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,584020,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584021,N,,,,,5/6/2019,,6/25/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,8/6/2019,9/10/2019,Cancelled,Duplicate Request,,,,,,,,
CIA,584022,N,,,,,5/6/2019,,7/26/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,584024,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584026,N,,,,,5/6/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584028,N,,,,,5/6/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584029,N,,,,,5/6/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584033,N,,,,,5/6/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584034,N,,,,,5/6/2019,,5/21/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,584035,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584036,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584037,N,,,,,5/6/2019,,8/19/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584038,N,,,,,5/6/2019,,9/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584044,N,,,,,5/6/2019,,5/28/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,584045,N,,,,,5/6/2019,,5/30/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,6/19/2019,,,,,,,,,,,
CIA,584046,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584047,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584049,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584050,N,,,,,5/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584054,N,,,,,5/6/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584060,N,,,,,5/7/2019,,6/28/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,584075,N,,,,,5/7/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584077,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584079,N,,,,,5/7/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584080,N,,,,,5/7/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584081,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584083,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584088,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584089,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584090,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584091,N,,,,,5/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584099,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584100,N,,,,,5/8/2019,,5/8/2019,,Simple,Early Litigation,,,5/8/2019,5/8/2019,Early Litigation,,,,,,,,,
CIA,584104,N,,,,,5/8/2019,,5/21/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,584105,N,,,,,5/8/2019,,8/20/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584107,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584108,N,,,,,5/8/2019,,7/10/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584110,N,,,,,5/8/2019,,7/10/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584111,N,,,,,5/8/2019,,5/21/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,584112,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584118,N,,,,,5/8/2019,,5/21/2019,,Simple,Cancelled,Question/Create Records,,,,,,,,,,,,,
CIA,584119,N,,,,,5/8/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584120,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584121,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584125,N,,,,,5/8/2019,,8/19/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584126,N,,,,,5/8/2019,,6/26/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,584131,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584133,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584136,N,,,,,5/8/2019,,5/15/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,584137,N,,,,,5/8/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584138,N,,,,,5/8/2019,,5/22/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,584139,N,,,,,5/8/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584167,N,,,,,5/9/2019,,9/12/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584180,N,,,,,5/13/2019,,5/13/2019,,Simple,Early Litigation,,,5/13/2019,5/13/2019,Early Litigation,,,,,,,,,
CIA,584189,N,,,,,5/15/2019,,6/20/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584191,N,,,,,5/15/2019,,5/15/2019,,Simple,Early Litigation,,,5/15/2019,5/15/2019,Early Litigation,,,,,,,,,
CIA,584211,N,,,,,5/20/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584219,N,,,,,5/21/2019,,,,Simple,,,(b)(1);,,,,,,,,,,,,
CIA,584233,N,,,,,5/22/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584238,N,,,,,5/22/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584239,N,,,,,5/22/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584240,N,,,,,5/22/2019,,7/2/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,584241,N,,,,,5/22/2019,,6/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584242,N,,,,,5/22/2019,,6/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584243,N,,,,,5/22/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584244,N,,,,,5/22/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584245,N,,,,,5/22/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584246,N,,,,,5/22/2019,,9/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584249,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584250,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584251,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584256,N,,,,,5/23/2019,,6/13/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,584257,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584258,N,,,,,5/23/2019,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584259,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584260,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584261,N,,,,,5/23/2019,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584263,N,,,,,5/23/2019,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584264,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584265,N,,,,,5/23/2019,,6/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584267,N,,,,,5/23/2019,,9/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584268,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584269,N,,,,,5/23/2019,,6/25/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584270,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584271,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584272,N,,,,,5/23/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584278,N,,,,,5/23/2019,,5/30/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,584279,N,,,,,5/23/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584280,N,,,,,5/23/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584287,N,,,,,5/24/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584288,N,,,,,5/24/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584289,N,,,,,5/24/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584290,N,,,,,5/24/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584291,N,,,,,5/24/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584292,N,,,,,5/24/2019,,5/30/2019,,Simple,Cancelled,Question/Create Records,,,,,,,,,,,,,
CIA,584294,N,,,,,5/24/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584297,N,,,,,5/24/2019,,5/30/2019,,Simple,Cancelled,Question/Create Records,,,,,,,,,,,,,
CIA,584298,N,,,,,5/24/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584333,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584334,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584335,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584336,N,,,,,6/3/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584337,N,,,,,6/3/2019,,9/17/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584338,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584339,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584340,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584341,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584343,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584344,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584345,N,,,,,6/3/2019,,7/5/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,584346,N,,,,,6/3/2019,,7/5/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,584348,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584350,N,,,,,6/3/2019,,6/25/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,584352,N,,,,,6/3/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584355,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584356,N,,,,,6/3/2019,,6/20/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,584357,N,,,,,6/3/2019,,7/5/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584358,N,,,,,6/3/2019,,7/24/2019,,Complex,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,584359,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584360,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584361,N,,,,,6/3/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584362,N,,,,,6/3/2019,,8/28/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,584363,N,,,,,6/3/2019,,6/13/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,584364,N,,,,,6/3/2019,,6/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584365,N,,,,,6/3/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584367,N,,,,,6/3/2019,,9/17/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584376,N,,,,,6/4/2019,,9/10/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,584377,N,,,,,6/4/2019,,7/12/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584378,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584380,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584381,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584382,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584383,N,,,,,6/4/2019,,6/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584385,N,,,,,6/4/2019,,7/3/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,584386,N,,,,,6/4/2019,,6/25/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584387,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584388,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584389,N,,,,,6/4/2019,,6/20/2019,,Simple,Cancelled,Question/Create Records,,,,,,,,,,,,,
CIA,584390,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584391,N,,,,,6/4/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584436,N,,,,,6/6/2019,,7/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584437,N,,,,,6/6/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584438,N,,,,,6/6/2019,,9/27/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584439,N,,,,,6/6/2019,,6/20/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584440,N,,,,,6/6/2019,,8/1/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,584445,N,,,,,6/7/2019,,6/27/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584446,N,,,,,6/7/2019,,6/27/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,584447,N,,,,,6/7/2019,,7/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584448,N,,,,,6/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584449,N,,,,,6/7/2019,,7/2/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584450,N,,,,,6/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584451,N,,,,,6/7/2019,,,,Simple,,,,,,,,,6/7/2019,6/13/2019,Denied,6/7/2019,6/13/2019,Granted,
CIA,584452,N,,,,,6/7/2019,,6/12/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,584453,N,,,,,6/7/2019,,9/16/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584454,N,,,,,6/7/2019,,6/20/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,584455,N,,,,,6/7/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584456,N,,,,,6/7/2019,,6/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584457,N,,,,,6/7/2019,,7/5/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584458,N,,,,,6/7/2019,,7/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584459,N,,,,,6/7/2019,,7/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584460,N,,,,,6/7/2019,,7/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584464,N,,,,,6/10/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584475,N,,,,,6/10/2019,,6/27/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584476,N,,,,,6/10/2019,,7/5/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584477,N,,,,,6/10/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584478,N,,,,,6/10/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584483,N,,,,,6/10/2019,,9/18/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584489,N,,,,,6/10/2019,,9/17/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584490,N,,,,,6/10/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584499,N,,,,,6/11/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584500,N,,,,,6/11/2019,,,,Simple,,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584501,N,,,,,6/11/2019,,9/18/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584502,N,,,,,6/11/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584503,N,,,,,6/11/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584504,N,,,,,6/11/2019,,7/16/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,584505,N,,,,,6/11/2019,,7/5/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584507,N,,,,,6/11/2019,,6/20/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,584508,N,,,,,6/11/2019,,6/27/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584509,N,,,,,6/11/2019,,7/9/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584510,N,,,,,6/11/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584513,N,,,,,6/11/2019,,7/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584514,N,,,,,6/11/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584522,N,,,,,6/11/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584528,N,,,,,6/11/2019,,6/18/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,584529,N,,,,,6/11/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584532,N,,,,,6/12/2019,,6/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,9/24/2019,,,,,6/12/2019,6/17/2019,Denied,6/12/2019,6/17/2019,Granted,
CIA,584544,N,,,,,6/12/2019,,7/16/2019,,Complex,Early Litigation,,,7/17/2019,7/17/2019,Early Litigation,,,,,,6/12/2019,6/17/2019,Granted,
CIA,584547,N,,,,,6/12/2019,,,,Simple,,,,,,,,,,,,6/12/2019,,,
CIA,584548,N,,,,,6/12/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584549,N,,,,,6/12/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584556,N,,,,,6/12/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584558,N,,,,,6/12/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584560,N,,,,,6/12/2019,,9/18/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,584561,N,,,,,6/12/2019,,7/5/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,6/12/2019,,,
CIA,584586,N,,,,,6/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584587,N,,,,,6/17/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584588,N,,,,,6/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584589,N,,,,,6/17/2019,,9/9/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584592,N,,,,,6/17/2019,,7/12/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,584593,N,,,,,6/17/2019,,7/5/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584594,N,,,,,6/17/2019,,7/9/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584596,N,,,,,6/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584597,N,,,,,6/17/2019,,9/27/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,584601,N,,,,,6/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584602,N,,,,,6/17/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584603,N,,,,,6/17/2019,,7/8/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584604,N,,,,,6/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584605,N,,,,,6/17/2019,,7/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584608,N,,,,,6/17/2019,,6/17/2019,,Simple,Early Litigation,,,6/17/2019,6/17/2019,Early Litigation,,,,,,,,,
CIA,584609,N,,,,,6/17/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584646,N,,,,,6/20/2019,,6/20/2019,,Simple,Early Litigation,,,6/20/2019,6/20/2019,Early Litigation,,,,,,,,,
CIA,584652,N,,,,,6/24/2019,,6/24/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,6/24/2019,6/24/2019,Denied,,,,
CIA,584662,N,,,,,6/24/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584668,N,,,,,6/25/2019,,6/25/2019,,Simple,Early Litigation,,,6/25/2019,6/25/2019,Early Litigation,,,,,,,,,
CIA,584669,N,,,,,6/25/2019,,6/25/2019,,Simple,Early Litigation,,,6/25/2019,6/25/2019,Early Litigation,,,,,,,,,
CIA,584673,N,,,,,6/26/2019,,6/26/2019,,Simple,Early Litigation,,,6/26/2019,6/26/2019,Early Litigation,,,,,,,,,
CIA,584708,N,,,,,6/26/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584722,N,,,,,6/27/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584723,N,,,,,6/27/2019,,9/16/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584725,N,,,,,6/27/2019,,9/17/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584726,N,,,,,6/27/2019,,7/8/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584727,N,,,,,6/27/2019,,7/8/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,584729,N,,,,,6/27/2019,,9/17/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584730,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584731,N,,,,,6/27/2019,,9/16/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,584733,N,,,,,6/27/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584734,N,,,,,6/27/2019,,7/8/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,584735,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584736,N,,,,,6/27/2019,,9/19/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584737,N,,,,,6/27/2019,,9/17/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584738,N,,,,,6/27/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584743,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584744,N,,,,,6/27/2019,,7/9/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,584746,N,,,,,6/27/2019,,9/9/2019,,Complex,Cancelled,Case Opened in Error,,,,,,,6/27/2019,6/28/2019,Denied,,,,
CIA,584749,N,,,,,6/27/2019,,7/25/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,8/20/2019,,,,,,,,,,,
CIA,584750,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584751,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584752,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584754,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584756,N,,,,,6/27/2019,,9/19/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,584757,N,,,,,6/27/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584769,N,,,,,6/28/2019,,6/28/2019,,Simple,Cancelled,Case Opened in Error,,,,,,,,,,,,,
CIA,584797,N,,,,,6/28/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584799,N,,,,,6/28/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584801,N,,,,,6/28/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584806,N,,,,,6/28/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584807,N,,,,,6/28/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584808,N,,,,,6/28/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584817,N,,,,,7/1/2019,,7/8/2019,,Simple,Cancelled,Case Opened in Error,,,,,,,,,,,,,
CIA,584833,N,,,,,7/1/2019,,7/1/2019,,Simple,Early Litigation,,,7/1/2019,7/1/2019,Early Litigation,,,,,,,,,
CIA,584853,N,,,,,7/1/2019,,,,Complex,,,,,,,,,,,,,,,
CIA,584854,N,,,,,7/1/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584855,N,,,,,7/1/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584864,N,,,,,7/2/2019,,9/26/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,584890,N,,,,,7/2/2019,,,,Simple,,,,,,,,,,,,,,,
CIA,584892,N,,,,,7/2/2019,,8/23/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,584893,N,,,,,7/2/2019,,9/19/2019,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,584894,N,,,,,7/2/2019,,,,Complex,,,,,,,,,,,,,,,
